season,castaway_id,castaway,result,result_number,jury,finalist,winner,original_tribe
1.0,US0001,Sonja,1st voted out,16.0,False,False,False,Tagi
1.0,US0002,B.B.,2nd voted out,15.0,False,False,False,Pagong
1.0,US0003,Stacey,3rd voted out,14.0,False,False,False,Tagi
1.0,US0004,Ramona,4th voted out,13.0,False,False,False,Pagong
1.0,US0005,Dirk,5th voted out,12.0,False,False,False,Tagi
1.0,US0006,Joel,6th voted out,11.0,False,False,False,Pagong
1.0,US0007,Gretchen,7th voted out,10.0,False,False,False,Pagong
1.0,US0008,Greg,8th voted out,9.0,True,False,False,Pagong
1.0,US0009,Jenna,9th voted out,8.0,True,False,False,Pagong
1.0,US0010,Gervase,10th voted out,7.0,True,False,False,Pagong
1.0,US0011,Colleen,11th voted out,6.0,True,False,False,Pagong
1.0,US0012,Sean,12th voted out,5.0,True,False,False,Tagi
1.0,US0013,Sue,13th voted out,4.0,True,False,False,Tagi
1.0,US0014,Rudy,14th voted out,3.0,True,False,False,Tagi
1.0,US0015,Kelly,Runner-up,2.0,False,True,False,Tagi
1.0,US0016,Richard,Sole Survivor,1.0,False,True,True,Tagi
2.0,US0017,Debb,1st voted out,16.0,False,False,False,Kucha
2.0,US0018,Kel,2nd voted out,15.0,False,False,False,Ogakor
2.0,US0019,Maralyn,3rd voted out,14.0,False,False,False,Ogakor
2.0,US0020,Mitchell,4th voted out,13.0,False,False,False,Ogakor
2.0,US0021,Kimmi,5th voted out,12.0,False,False,False,Kucha
2.0,US0022,Michael,Medically evacuated,11.0,False,False,False,Kucha
2.0,US0023,Jeff,6th voted out,10.0,False,False,False,Kucha
2.0,US0024,Alicia,7th voted out,9.0,True,False,False,Kucha
2.0,US0025,Jerri,8th voted out,8.0,True,False,False,Ogakor
2.0,US0026,Nick,9th voted out,7.0,True,False,False,Kucha
2.0,US0027,Amber,10th voted out,6.0,True,False,False,Ogakor
2.0,US0028,Rodger,11th voted out,5.0,True,False,False,Kucha
2.0,US0029,Elisabeth,12th voted out,4.0,True,False,False,Kucha
2.0,US0030,Keith,13th voted out,3.0,True,False,False,Ogakor
2.0,US0031,Colby,Runner-up,2.0,False,True,False,Ogakor
2.0,US0032,Tina,Sole Survivor,1.0,False,True,True,Ogakor
3.0,US0033,Diane,1st voted out,16.0,False,False,False,Boran
3.0,US0034,Jessie,2nd voted out,15.0,False,False,False,Boran
3.0,US0035,Carl,3rd voted out,14.0,False,False,False,Samburu
3.0,US0036,Linda,4th voted out,13.0,False,False,False,Samburu
3.0,US0037,Silas,5th voted out,12.0,False,False,False,Samburu
3.0,US0038,Lindsey,6th voted out,11.0,False,False,False,Samburu
3.0,US0039,Clarence,7th voted out,10.0,False,False,False,Boran
3.0,US0040,Kelly,8th voted out,9.0,True,False,False,Boran
3.0,US0041,Brandon,9th voted out,8.0,True,False,False,Samburu
3.0,US0042,Frank,10th voted out,7.0,True,False,False,Samburu
3.0,US0043,Kim P.,11th voted out,6.0,True,False,False,Samburu
3.0,US0044,Teresa,12th voted out,5.0,True,False,False,Samburu
3.0,US0045,Tom,13th voted out,4.0,True,False,False,Boran
3.0,US0046,Lex,14th voted out,3.0,True,False,False,Boran
3.0,US0047,Kim J.,Runner-up,2.0,False,True,False,Boran
3.0,US0048,Ethan,Sole Survivor,1.0,False,True,True,Boran
4.0,US0049,Peter,1st voted out,16.0,False,False,False,Maraamu
4.0,US0050,Patricia,2nd voted out,15.0,False,False,False,Maraamu
4.0,US0051,Hunter,3rd voted out,14.0,False,False,False,Maraamu
4.0,US0052,Sarah,4th voted out,13.0,False,False,False,Maraamu
4.0,US0053,Gabriel,5th voted out,12.0,False,False,False,Rotu
4.0,US0054,Gina,6th voted out,11.0,False,False,False,Maraamu
4.0,US0055,Boston Rob,7th voted out,10.0,False,False,False,Maraamu
4.0,US0056,John,8th voted out,9.0,True,False,False,Rotu
4.0,US0057,Zoe,9th voted out,8.0,True,False,False,Rotu
4.0,US0058,Tammy,10th voted out,7.0,True,False,False,Rotu
4.0,US0059,Robert,11th voted out,6.0,True,False,False,Rotu
4.0,US0060,Sean,12th voted out,5.0,True,False,False,Maraamu
4.0,US0061,Paschal,Eliminated,4.0,True,False,False,Rotu
4.0,US0062,Kathy,13th voted out,3.0,True,False,False,Rotu
4.0,US0063,Neleh,Runner-up,2.0,False,True,False,Rotu
4.0,US0064,Vecepia,Sole Survivor,1.0,False,True,True,Maraamu
5.0,US0065,John,1st voted out,16.0,False,False,False,Chuay Gahn
5.0,US0066,Tanya,2nd voted out,15.0,False,False,False,Chuay Gahn
5.0,US0067,Jed,3rd voted out,14.0,False,False,False,Sook Jai
5.0,US0068,Ghandia,4th voted out,13.0,False,False,False,Chuay Gahn
5.0,US0069,Stephanie,5th voted out,12.0,False,False,False,Sook Jai
5.0,US0070,Robb,6th voted out,11.0,False,False,False,Sook Jai
5.0,US0071,Shii Ann,7th voted out,10.0,False,False,False,Sook Jai
5.0,US0072,Erin,8th voted out,9.0,True,False,False,Sook Jai
5.0,US0073,Ken,9th voted out,8.0,True,False,False,Sook Jai
5.0,US0074,Penny,10th voted out,7.0,True,False,False,Sook Jai
5.0,US0075,Jake,11th voted out,6.0,True,False,False,Sook Jai
5.0,US0076,Ted,12th voted out,5.0,True,False,False,Chuay Gahn
5.0,US0077,Helen,13th voted out,4.0,True,False,False,Chuay Gahn
5.0,US0078,Jan,14th voted out,3.0,True,False,False,Chuay Gahn
5.0,US0079,Clay,Runner-up,2.0,False,True,False,Chuay Gahn
5.0,US0080,Brian,Sole Survivor,1.0,False,True,True,Chuay Gahn
6.0,US0081,Ryan,1st voted out,16.0,False,False,False,Tambaqui
6.0,US0082,Janet,2nd voted out,15.0,False,False,False,Jaburu
6.0,US0083,Daniel,3rd voted out,14.0,False,False,False,Tambaqui
6.0,US0084,JoAnna,4th voted out,13.0,False,False,False,Jaburu
6.0,US0085,Jeanne,5th voted out,12.0,False,False,False,Jaburu
6.0,US0086,Shawna,6th voted out,11.0,False,False,False,Jaburu
6.0,US0087,Roger,7th voted out,10.0,False,False,False,Tambaqui
6.0,US0088,Dave,8th voted out,9.0,True,False,False,Tambaqui
6.0,US0089,Deena,9th voted out,8.0,True,False,False,Jaburu
6.0,US0090,Alex,10th voted out,7.0,True,False,False,Tambaqui
6.0,US0091,Christy,11th voted out,6.0,True,False,False,Jaburu
6.0,US0092,Heidi,12th voted out,5.0,True,False,False,Jaburu
6.0,US0093,Butch,13th voted out,4.0,True,False,False,Tambaqui
6.0,US0094,Rob,14th voted out,3.0,True,False,False,Tambaqui
6.0,US0095,Matthew,Runner-up,2.0,False,True,False,Tambaqui
6.0,US0096,Jenna,Sole Survivor,1.0,False,True,True,Jaburu
7.0,US0097,Nicole,1st voted out,16.0,False,False,False,Morgan
7.0,US0098,Ryan S.,2nd voted out,15.0,False,False,False,Morgan
7.0,US0099,Lillian,3rd voted out,,False,False,False,Morgan
7.0,US0100,Burton,4th voted out,,False,False,False,Drake
7.0,US0101,Michelle,5th voted out,14.0,False,False,False,Drake
7.0,US0102,Trish,6th voted out,13.0,False,False,False,Drake
7.0,US0103,Shawn,7th voted out,12.0,False,False,False,Drake
7.0,US0104,Osten,Quit,11.0,False,False,False,Morgan
7.0,US0105,Andrew,8th voted out,10.0,False,False,False,Morgan
7.0,US0106,Ryan O.,9th voted out,9.0,True,False,False,Morgan
7.0,US0107,Rupert,10th voted out,8.0,True,False,False,Drake
7.0,US0108,Tijuana,11th voted out,7.0,True,False,False,Morgan
7.0,US0109,Christa,12th voted out,6.0,True,False,False,Drake
7.0,US0110,Darrah,14th voted out,4.0,True,False,False,Morgan
7.0,US0111,Jonny Fairplay,15th voted out,3.0,True,False,False,Drake
7.0,US0112,Sandra,Sole Survivor,1.0,False,True,True,Drake
8.0,US0032,Tina,1st voted out,18.0,False,False,False,Saboga
8.0,US0014,Rudy,2nd voted out,17.0,False,False,False,Saboga
8.0,US0096,Jenna M.,Quit,16.0,False,False,False,Mogo Mogo
8.0,US0094,Rob C.,3rd voted out,15.0,False,False,False,Chapera
8.0,US0016,Richard,4th voted out,14.0,False,False,False,Mogo Mogo
8.0,US0013,Sue,Quit,13.0,False,False,False,Chapera
8.0,US0031,Colby,5th voted out,12.0,False,False,False,Mogo Mogo
8.0,US0048,Ethan,6th voted out,11.0,False,False,False,Saboga
8.0,US0025,Jerri,7th voted out,10.0,False,False,False,Saboga
8.0,US0046,Lex,8th voted out,9.0,True,False,False,Mogo Mogo
8.0,US0062,Kathy,9th voted out,8.0,True,False,False,Mogo Mogo
8.0,US0024,Alicia,10th voted out,7.0,True,False,False,Chapera
8.0,US0071,Shii Ann,11th voted out,6.0,True,False,False,Mogo Mogo
8.0,US0045,Tom,12th voted out,5.0,True,False,False,Chapera
8.0,US0107,Rupert,13th voted out,4.0,True,False,False,Saboga
8.0,US0009,Jenna L.,14th voted out,3.0,True,False,False,Saboga
8.0,US0055,Boston Rob,Runner-up,2.0,False,True,False,Chapera
8.0,US0027,Amber,Sole Survivor,1.0,False,True,True,Chapera
9.0,US0113,Brook,1st voted out,18.0,False,False,False,Lopevi
9.0,US0114,Dolly,2nd voted out,17.0,False,False,False,Yasur
9.0,US0115,John P.,3rd voted out,16.0,False,False,False,Lopevi
9.0,US0116,Mia,4th voted out,15.0,False,False,False,Yasur
9.0,US0117,Brady,5th voted out,14.0,False,False,False,Lopevi
9.0,US0118,Travis,6th voted out,13.0,False,False,False,Lopevi
9.0,US0119,Lisa,7th voted out,12.0,False,False,False,Yasur
9.0,US0120,John K.,8th voted out,11.0,False,False,False,Lopevi
9.0,US0121,Rory,9th voted out,10.0,False,False,False,Lopevi
9.0,US0122,Lea,10th voted out,9.0,True,False,False,Lopevi
9.0,US0123,Chad,11th voted out,8.0,True,False,False,Lopevi
9.0,US0124,Leann,12th voted out,7.0,True,False,False,Yasur
9.0,US0125,Ami,13th voted out,6.0,True,False,False,Yasur
9.0,US0126,Julie,14th voted out,5.0,True,False,False,Yasur
9.0,US0127,Eliza,15th voted out,4.0,True,False,False,Yasur
9.0,US0128,Scout,16th voted out,3.0,True,False,False,Yasur
9.0,US0129,Twila,Runner-up,2.0,False,True,False,Yasur
9.0,US0130,Chris,Sole Survivor,1.0,False,True,True,Lopevi
10.0,US0131,Jonathan,Eliminated,20.0,False,False,False,
10.0,US0132,Wanda,Eliminated,19.0,False,False,False,
10.0,US0133,Jolanda,1st voted out,18.0,False,False,False,Ulong
10.0,US0134,Ashlee,2nd voted out,17.0,False,False,False,Ulong
10.0,US0135,Jeff,3rd voted out,16.0,False,False,False,Ulong
10.0,US0136,Kim,4th voted out,15.0,False,False,False,Ulong
10.0,US0137,Willard,5th voted out,14.0,False,False,False,Koror
10.0,US0138,Angie,6th voted out,13.0,False,False,False,Ulong
10.0,US0139,James,7th voted out,12.0,False,False,False,Ulong
10.0,US0140,Ibrehem,8th voted out,11.0,False,False,False,Ulong
10.0,US0141,Bobby Jon,Lost fire challenge,10.0,False,False,False,Ulong
10.0,US0142,Coby,9th voted out,9.0,True,False,False,Koror
10.0,US0143,Janu,Quit,8.0,True,False,False,Koror
10.0,US0144,Stephenie,10th voted out,7.0,True,False,False,Ulong
10.0,US0145,Gregg,11th voted out,6.0,True,False,False,Koror
10.0,US0146,Caryn,12th voted out,5.0,True,False,False,Koror
10.0,US0147,Jenn,Lost fire challenge,4.0,True,False,False,Koror
10.0,US0148,Ian,14th voted out,3.0,True,False,False,Koror
10.0,US0149,Katie,Runner-up,2.0,False,True,False,Koror
10.0,US0150,Tom,Sole Survivor,1.0,False,True,True,Koror
11.0,US0151,Jim,1st voted out,18.0,False,False,False,Nakum
11.0,US0152,Morgan,2nd voted out,17.0,False,False,False,Yaxha
11.0,US0153,Brianna,3rd voted out,16.0,False,False,False,Yaxha
11.0,US0154,Brooke,4th voted out,15.0,False,False,False,Nakum
11.0,US0155,Blake,5th voted out,14.0,False,False,False,Nakum
11.0,US0156,Margaret,6th voted out,13.0,False,False,False,Nakum
11.0,US0157,Brian,7th voted out,12.0,False,False,False,Yaxha
11.0,US0158,Amy,8th voted out,11.0,False,False,False,Yaxha
11.0,US0159,Brandon,9th voted out,10.0,False,False,False,Nakum
11.0,US0141,Bobby Jon,10th voted out,9.0,True,False,False,Nakum
11.0,US0160,Jamie,11th voted out,8.0,True,False,False,Yaxha
11.0,US0161,Gary,12th voted out,7.0,True,False,False,Yaxha
11.0,US0162,Judd,13th voted out,6.0,True,False,False,Nakum
11.0,US0163,Cindy,14th voted out,5.0,True,False,False,Nakum
11.0,US0164,Lydia,15th voted out,4.0,True,False,False,Yaxha
11.0,US0165,Rafe,16th voted out,3.0,True,False,False,Yaxha
11.0,US0144,Stephenie,Runner-up,2.0,False,True,False,Yaxha
11.0,US0166,Danni,Sole Survivor,1.0,False,True,True,Nakum
12.0,US0167,Tina,1st voted out,16.0,False,False,False,Casaya
12.0,US0168,Melinda,2nd voted out,15.0,False,False,False,Casaya
12.0,US0169,Misty,3rd voted out,14.0,False,False,False,Bayoneta
12.0,US0170,Ruth Marie,4th voted out,13.0,False,False,False,Casaya
12.0,US0171,Bobby,5th voted out,12.0,False,False,False,Viveros
12.0,US0172,Dan,6th voted out,11.0,False,False,False,La Mina
12.0,US0173,Nick,7th voted out,10.0,False,False,False,Viveros
12.0,US0174,Austin,8th voted out,9.0,True,False,False,Viveros
12.0,US0175,Sally,9th voted out,8.0,True,False,False,Bayoneta
12.0,US0176,Bruce,Medically evacuated,7.0,True,False,False,La Mina
12.0,US0177,Courtney,10th voted out,6.0,True,False,False,Bayoneta
12.0,US0178,Shane,11th voted out,5.0,True,False,False,La Mina
12.0,US0179,Cirie,12th voted out,4.0,True,False,False,Casaya
12.0,US0180,Terry,13th voted out,3.0,True,False,False,La Mina
12.0,US0181,Danielle,Runner-up,2.0,False,True,False,Bayoneta
12.0,US0182,Aras,Sole Survivor,1.0,False,True,True,Viveros
13.0,US0183,Sekou,1st voted out,20.0,False,False,False,Manihiki
13.0,US0184,Billy,2nd voted out,19.0,False,False,False,Aitutaki
13.0,US0185,Cecilia,3rd voted out,18.0,False,False,False,Aitutaki
13.0,US0186,J.P.,4th voted out,17.0,False,False,False,Aitutaki
13.0,US0187,Stephannie,5th voted out,16.0,False,False,False,Manihiki
13.0,US0188,Cao Boi,6th voted out,15.0,False,False,False,Puka Puka
13.0,US0189,Cristina,7th voted out,14.0,False,False,False,Aitutaki
13.0,US0190,Jessica,8th voted out,13.0,False,False,False,Rarotonga
13.0,US0191,Brad,9th voted out,12.0,True,False,False,Puka Puka
13.0,US0192,Rebecca,10th voted out,11.0,True,False,False,Manihiki
13.0,US0193,Jenny,11th voted out,10.0,True,False,False,Puka Puka
13.0,US0194,Nate,12th voted out,9.0,True,False,False,Manihiki
13.0,US0195,Candice,13th voted out,8.0,True,False,False,Rarotonga
13.0,US0196,Jonathan,14th voted out,7.0,True,False,False,Rarotonga
13.0,US0197,Parvati,15th voted out,6.0,True,False,False,Rarotonga
13.0,US0198,Adam,16th voted out,5.0,True,False,False,Rarotonga
13.0,US0199,Sundra,Lost fire challenge,4.0,True,False,False,Manihiki
13.0,US0200,Becky,2nd runner-up,3.0,False,True,False,Puka Puka
13.0,US0201,Ozzy,Runner-up,2.0,False,True,False,Aitutaki
13.0,US0202,Yul,Sole Survivor,1.0,False,True,True,Puka Puka
14.0,US0203,Jessica,1st voted out,19.0,False,False,False,Ravu
14.0,US0204,Erica,2nd voted out,18.0,False,False,False,Ravu
14.0,US0205,Sylvia,3rd voted out,17.0,False,False,False,Ravu
14.0,US0206,Gary,Quit,16.0,False,False,False,Moto
14.0,US0207,Liliana,4th voted out,15.0,False,False,False,Moto
14.0,US0208,Rita,5th voted out,14.0,False,False,False,Ravu
14.0,US0209,Anthony,6th voted out,13.0,False,False,False,Ravu
14.0,US0210,Rocky,7th voted out,12.0,True,False,False,Ravu
14.0,US0211,Lisi,8th voted out,11.0,True,False,False,Moto
14.0,US0212,Michelle,9th voted out,10.0,True,False,False,Ravu
14.0,US0213,Edgardo,10th voted out,9.0,True,False,False,Moto
14.0,US0214,Mookie,11th voted out,8.0,True,False,False,Ravu
14.0,US0215,Alex,12th voted out,7.0,True,False,False,Moto
14.0,US0216,Stacy,13th voted out,6.0,True,False,False,Moto
14.0,US0217,Boo,14th voted out,5.0,True,False,False,Moto
14.0,US0218,Yau-Man,15th voted out,4.0,True,False,False,Ravu
14.0,US0219,Dreamz,Runner-up,3.0,False,True,False,Moto
14.0,US0220,Cassandra,Runner-up,2.0,False,True,False,Moto
14.0,US0221,Earl,Sole Survivor,1.0,False,True,True,Ravu
15.0,US0222,Chicken,1st voted out,16.0,False,False,False,Zhan Hu
15.0,US0223,Ashley,2nd voted out,15.0,False,False,False,Zhan Hu
15.0,US0224,Leslie,3rd voted out,14.0,False,False,False,Fei Long
15.0,US0225,Dave,4th voted out,13.0,False,False,False,Zhan Hu
15.0,US0226,Aaron,5th voted out,12.0,False,False,False,Fei Long
15.0,US0227,Sherea,6th voted out,11.0,False,False,False,Zhan Hu
15.0,US0228,Jaime,7th voted out,10.0,True,False,False,Zhan Hu
15.0,US0229,Jean-Robert,8th voted out,9.0,True,False,False,Fei Long
15.0,US0230,Frosti,9th voted out,8.0,True,False,False,Zhan Hu
15.0,US0231,James,10th voted out,7.0,True,False,False,Fei Long
15.0,US0232,Erik,11th voted out,6.0,True,False,False,Zhan Hu
15.0,US0233,Peih-Gee,12th voted out,5.0,True,False,False,Zhan Hu
15.0,US0234,Denise,13th voted out,4.0,True,False,False,Fei Long
15.0,US0235,Amanda,2nd runner-up,3.0,False,True,False,Fei Long
15.0,US0236,Courtney,Runner-up,2.0,False,True,False,Fei Long
15.0,US0237,Todd,Sole Survivor,1.0,False,True,True,Fei Long
16.0,US0111,Jonny Fairplay,1st voted out,20.0,False,False,False,Malakal
16.0,US0238,Mary,2nd voted out,19.0,False,False,False,Airai
16.0,US0218,Yau-Man,3rd voted out,18.0,False,False,False,Malakal
16.0,US0239,Mikey B,4th voted out,17.0,False,False,False,Airai
16.0,US0240,Joel,5th voted out,16.0,False,False,False,Airai
16.0,US0196,Jonathan,Medically evacuated,15.0,False,False,False,Malakal
16.0,US0241,Chet,6th voted out,14.0,False,False,False,Airai
16.0,US0242,Kathy,Quit,13.0,False,False,False,Airai
16.0,US0243,Tracy,7th voted out,12.0,False,False,False,Airai
16.0,US0125,Ami,8th voted out,11.0,False,False,False,Malakal
16.0,US0127,Eliza,9th voted out,10.0,True,False,False,Malakal
16.0,US0201,Ozzy,10th voted out,9.0,True,False,False,Malakal
16.0,US0244,Jason,11th voted out,8.0,True,False,False,Airai
16.0,US0231,James,Medically evacuated,7.0,True,False,False,Malakal
16.0,US0245,Alexis,12th voted out,6.0,True,False,False,Airai
16.0,US0246,Erik,13th voted out,5.0,True,False,False,Airai
16.0,US0247,Natalie,14th voted out,4.0,True,False,False,Airai
16.0,US0179,Cirie,15th voted out,3.0,True,False,False,Malakal
16.0,US0235,Amanda,Runner-up,2.0,False,True,False,Malakal
16.0,US0197,Parvati,Sole Survivor,1.0,False,True,True,Malakal
17.0,US0248,Michelle,1st voted out,18.0,False,False,False,Fang
17.0,US0249,Gillian,2nd voted out,17.0,False,False,False,Fang
17.0,US0250,Paloma,3rd voted out,16.0,False,False,False,Kota
17.0,US0251,Jacquie,4th voted out,15.0,False,False,False,Kota
17.0,US0252,GC,5th voted out,14.0,False,False,False,Fang
17.0,US0253,Kelly,6th voted out,13.0,False,False,False,Kota
17.0,US0254,Ace,7th voted out,12.0,False,False,False,Kota
17.0,US0255,Dan,8th voted out,11.0,False,False,False,Fang
17.0,US0256,Marcus,9th voted out,10.0,True,False,False,Kota
17.0,US0257,Charlie,10th voted out,9.0,True,False,False,Kota
17.0,US0258,Randy,11th voted out,8.0,True,False,False,Fang
17.0,US0259,Corinne,12th voted out,7.0,True,False,False,Kota
17.0,US0260,Crystal,13th voted out,6.0,True,False,False,Fang
17.0,US0261,Ken,14th voted out,5.0,True,False,False,Fang
17.0,US0262,Matty,Lost fire challenge,4.0,True,False,False,Fang
17.0,US0263,Sugar,2nd runner-up,3.0,False,True,False,Kota
17.0,US0264,Susie,Runner-up,2.0,False,True,False,Fang
17.0,US0265,Bob,Sole Survivor,1.0,False,True,True,Kota
18.0,US0266,Carolina,1st voted out,16.0,False,False,False,Jalapao
18.0,US0267,Candace,2nd voted out,15.0,False,False,False,Timbira
18.0,US0268,Jerry,3rd voted out,14.0,False,False,False,Timbira
18.0,US0269,Sandy,4th voted out,13.0,False,False,False,Jalapao
18.0,US0270,Spencer,5th voted out,12.0,False,False,False,Jalapao
18.0,US0271,Sydney,6th voted out,11.0,False,False,False,Jalapao
18.0,US0272,Joe,Medically evacuated,10.0,False,False,False,Jalapao
18.0,US0273,Brendan,7th voted out,9.0,True,False,False,Timbira
18.0,US0274,Tyson,8th voted out,8.0,True,False,False,Timbira
18.0,US0275,Sierra,9th voted out,7.0,True,False,False,Timbira
18.0,US0276,Debbie,10th voted out,6.0,True,False,False,Timbira
18.0,US0277,Coach,11th voted out,5.0,True,False,False,Timbira
18.0,US0278,Taj,12th voted out,4.0,True,False,False,Jalapao
18.0,US0279,Erinn,13th voted out,3.0,True,False,False,Timbira
18.0,US0280,Stephen,Runner-up,2.0,False,True,False,Jalapao
18.0,US0281,J.T.,Sole Survivor,1.0,False,True,True,Jalapao
19.0,US0282,Marisa,1st voted out,20.0,False,False,False,Foa Foa
19.0,US0283,Mike,Medically evacuated,19.0,False,False,False,Foa Foa
19.0,US0284,Betsy,2nd voted out,18.0,False,False,False,Foa Foa
19.0,US0285,Ben,3rd voted out,17.0,False,False,False,Foa Foa
19.0,US0286,Yasmin,4th voted out,16.0,False,False,False,Galu
19.0,US0287,Ashley,5th voted out,15.0,False,False,False,Foa Foa
19.0,US0288,Russell S.,Medically evacuated,14.0,False,False,False,Galu
19.0,US0289,Liz,6th voted out,13.0,False,False,False,Foa Foa
19.0,US0290,Erik,7th voted out,12.0,True,False,False,Galu
19.0,US0291,Kelly,8th voted out,11.0,True,False,False,Galu
19.0,US0292,Laura,9th voted out,10.0,True,False,False,Galu
19.0,US0293,John,10th voted out,9.0,True,False,False,Galu
19.0,US0294,Dave,11th voted out,8.0,True,False,False,Galu
19.0,US0295,Monica,12th voted out,7.0,True,False,False,Galu
19.0,US0296,Shambo,13th voted out,6.0,True,False,False,Galu
19.0,US0297,Jaison,14th voted out,5.0,True,False,False,Foa Foa
19.0,US0298,Brett,15th voted out,4.0,True,False,False,Galu
19.0,US0299,Mick,2nd runner-up,3.0,False,True,False,Foa Foa
19.0,US0300,Russell H.,Runner-up,2.0,False,True,False,Foa Foa
19.0,US0301,Natalie,Sole Survivor,1.0,False,True,True,Foa Foa
20.0,US0263,Sugar,1st voted out,20.0,False,False,False,Heroes
20.0,US0144,Stephenie,2nd voted out,19.0,False,False,False,Heroes
20.0,US0258,Randy,3rd voted out,18.0,False,False,False,Villains
20.0,US0179,Cirie,4th voted out,17.0,False,False,False,Heroes
20.0,US0150,Tom,5th voted out,16.0,False,False,False,Heroes
20.0,US0274,Tyson,6th voted out,15.0,False,False,False,Villains
20.0,US0231,James,7th voted out,14.0,False,False,False,Heroes
20.0,US0055,Boston Rob,8th voted out,13.0,False,False,False,Villains
20.0,US0277,Coach,9th voted out,12.0,True,False,False,Villains
20.0,US0236,Courtney,10th voted out,11.0,True,False,False,Villains
20.0,US0281,J.T.,11th voted out,10.0,True,False,False,Heroes
20.0,US0235,Amanda,12th voted out,9.0,True,False,False,Heroes
20.0,US0195,Candice,13th voted out,8.0,True,False,False,Heroes
20.0,US0181,Danielle,14th voted out,7.0,True,False,False,Villains
20.0,US0107,Rupert,15th voted out,6.0,True,False,False,Heroes
20.0,US0031,Colby,16th voted out,5.0,True,False,False,Heroes
20.0,US0025,Jerri,17th voted out,4.0,True,False,False,Villains
20.0,US0300,Russell,2nd runner-up,3.0,False,True,False,Villains
20.0,US0197,Parvati,Runner-up,2.0,False,True,False,Villains
20.0,US0112,Sandra,Sole Survivor,1.0,False,True,True,Villains
21.0,US0302,Wendy,1st voted out,20.0,False,False,False,Espada
21.0,US0303,Shannon,2nd voted out,19.0,False,False,False,La Flor
21.0,US0304,Jimmy J.,3rd voted out,18.0,False,False,False,Espada
21.0,US0305,Jimmy T.,4th voted out,17.0,False,False,False,Espada
21.0,US0306,Tyrone,5th voted out,16.0,False,False,False,Espada
21.0,US0307,Kelly B.,6th voted out,15.0,False,False,False,La Flor
21.0,US0308,Yve,7th voted out,14.0,False,False,False,Espada
21.0,US0309,Jill,8th voted out,13.0,False,False,False,Espada
21.0,US0310,Alina,9th voted out,12.0,True,False,False,La Flor
21.0,US0311,Marty,10th voted out,11.0,True,False,False,Espada
21.0,US0312,Brenda,11th voted out,10.0,True,False,False,La Flor
21.0,US0313,NaOnka,Quit,9.0,True,False,False,La Flor
21.0,US0314,Purple Kelly,Quit,8.0,True,False,False,La Flor
21.0,US0315,Benry,12th voted out,7.0,True,False,False,La Flor
21.0,US0316,Jane,13th voted out,6.0,True,False,False,Espada
21.0,US0317,Dan,14th voted out,5.0,True,False,False,Espada
21.0,US0318,Holly,15th voted out,4.0,True,False,False,Espada
21.0,US0319,Sash,2nd runner-up,3.0,False,True,False,La Flor
21.0,US0320,Chase,Runner-up,2.0,False,True,False,La Flor
21.0,US0321,Fabio,Sole Survivor,1.0,False,True,True,La Flor
22.0,US0322,Francesca,1st voted out,18.0,False,False,False,Ometepe
22.0,US0323,Matt,2nd voted out,,False,False,False,Ometepe
22.0,US0300,Russell,3rd voted out,17.0,False,False,False,Zapatera
22.0,US0324,Kristina,4th voted out,16.0,False,False,False,Ometepe
22.0,US0325,Krista,5th voted out,15.0,False,False,False,Zapatera
22.0,US0326,Stephanie,6th voted out,14.0,False,False,False,Zapatera
22.0,US0327,Sarita,7th voted out,13.0,False,False,False,Zapatera
22.0,US0328,Mike,9th voted out,11.0,True,False,False,Zapatera
22.0,US0329,David,10th voted out,10.0,True,False,False,Zapatera
22.0,US0330,Julie,11th voted out,9.0,True,False,False,Zapatera
22.0,US0331,Ralph,12th voted out,8.0,True,False,False,Zapatera
22.0,US0332,Steve,13th voted out,7.0,True,False,False,Zapatera
22.0,US0333,Andrea,14th voted out,,False,False,False,Ometepe
22.0,US0334,Grant,15th voted out,6.0,True,False,False,Ometepe
22.0,US0335,Ashley,17th voted out,4.0,True,False,False,Ometepe
22.0,US0336,Natalie,2nd runner-up,3.0,False,True,False,Ometepe
22.0,US0337,Phillip,Runner-up,2.0,False,True,False,Ometepe
22.0,US0055,Boston Rob,Sole Survivor,1.0,False,True,True,Ometepe
23.0,US0338,Semhar,1st voted out,18.0,False,False,False,Savaii
23.0,US0339,Christine,2nd voted out,17.0,False,False,False,Upolu
23.0,US0340,Papa Bear,3rd voted out,16.0,False,False,False,Savaii
23.0,US0341,Stacey,4th voted out,15.0,False,False,False,Upolu
23.0,US0342,Elyse,5th voted out,14.0,False,False,False,Savaii
23.0,US0343,Mikayla,6th voted out,13.0,False,False,False,Upolu
23.0,US0201,Ozzy,7th voted out,,False,False,False,Savaii
23.0,US0344,Keith,8th voted out,12.0,True,False,False,Savaii
23.0,US0345,Jim,10th voted out,11.0,True,False,False,Savaii
23.0,US0346,Dawn,11th voted out,10.0,True,False,False,Savaii
23.0,US0347,Whitney,12th voted out,9.0,True,False,False,Savaii
23.0,US0348,Cochran,13th voted out,8.0,True,False,False,Savaii
23.0,US0349,Edna,14th voted out,7.0,True,False,False,Upolu
23.0,US0350,Brandon,15th voted out,6.0,True,False,False,Upolu
23.0,US0351,Rick,16th voted out,5.0,True,False,False,Upolu
23.0,US0352,Albert,2nd runner-up,3.0,False,True,False,Upolu
